system_id,label,mae_normalized,rmse_normalized,r2_normalized,mae_W,rmse_W,prediction_lt_0_pct,prediction_gt_1_pct,prediction_gt_1_1_pct,prediction_gt_1_2_pct,training_factor
10,poa_factor_calibrated_on_training,0.2126823112710877,0.26842937892295343,0.23547103056912222,238.2041886236182,300.64090439370784,0.0,0.0,0.0,0.0,0.7621483853578426
34,poa_factor_calibrated_on_training,0.14300724607936932,0.1870393258617602,0.4301131551207543,20970.58256507872,27427.446744368517,0.0,0.0,0.0,0.0,0.7433781383053853
1239,poa_factor_calibrated_on_training,0.10002800177496936,0.1344469242316261,0.7140924146993313,2016.5645157833828,2710.4499925095824,0.0,0.0,0.0,0.0,0.7122333147388993
1430,poa_factor_calibrated_on_training,0.1673292331322855,0.21665678543231776,0.5010307171434862,120597.52490310078,156148.87839678006,0.0,0.0,0.0,0.0,0.7319328288858917
