system_id,normalized_power_n,normalized_power_min,normalized_power_p01,normalized_power_p50,normalized_power_p99,normalized_power_max,normalized_power_mean,normalized_power_negative_pct,ac_power_W_n,ac_power_W_min,ac_power_W_p01,ac_power_W_p50,ac_power_W_p99,ac_power_W_max,ac_power_W_mean,ac_power_W_negative_pct,ac_ratio_n,ac_ratio_min,ac_ratio_p01,ac_ratio_p50,ac_ratio_p99,ac_ratio_max,ac_ratio_mean,ac_ratio_negative_pct,target_lt_0_pct,target_gt_1_pct,target_gt_1_1_pct,target_gt_1_2_pct
10,4492,-0.0019901964285714,-0.000375405729166645,0.24734380208333323,0.9259394687500001,1.0254136904761906,0.3203498957548109,18.544078361531614,4492,-2.22902,-0.42045441666666666,277.0250583333333,1037.0522050000002,1148.4633333333334,358.7918832453882,18.544078361531614,4492,-0.0019901964285714,-0.000375405729166645,0.24734380208333323,0.9259394687500001,1.0254136904761906,0.3203498957548109,18.544078361531614,18.544078361531614,0.08904719501335707,0.0,0.0
34,1393,-0.0034097108565193,-0.0025572831423895,0.2115725586470267,0.7202945990180031,0.7786074740861975,0.26414995737004715,22.46949030868629,1393,-500.0,-375.0,31025.0,105623.99999999997,114175.0,38734.94974874372,22.46949030868629,1393,-0.0034097108565193,-0.0025572831423895,0.2115725586470267,0.7202945990180031,0.7786074740861975,0.26414995737004715,22.46949030868629,22.46949030868629,0.0,0.0,0.0
1239,2470,-0.0171130952380952,-0.0044642857142857,0.2354910714285714,0.8439980158730159,0.9201388888888888,0.29801689051689045,2.5101214574898787,2470,-345.0,-90.0,4747.5,17015.0,18550.0,6008.020512820513,2.5101214574898787,2470,-0.0171130952380952,-0.0044642857142857,0.2354910714285714,0.8439980158730159,0.9201388888888888,0.29801689051689045,2.5101214574898787,2.5101214574898787,0.0,0.0,0.0
1430,1592,0.0,0.0,0.4264323627761128,0.8940325403971027,0.923604172910423,0.42471246146720393,0.0,1592,0.0,0.0,307338.3325,644347.1325149998,665659.9995,306098.7652286432,0.0,1592,0.0,0.0,0.4264323627761128,0.8940325403971027,0.923604172910423,0.42471246146720393,0.0,0.0,0.0,0.0,0.0
