system_id,rows,mean_residual,median_residual,residual_std,mean_abs_residual,corr_residual_poa_synthetic_W_m2,corr_residual_ghi_W_m2,corr_residual_dni_W_m2,corr_residual_dhi_W_m2,corr_residual_ambient_temp_C,corr_residual_solar_elevation_deg,corr_residual_solar_zenith_deg,corr_residual_y_true_normalized,corr_residual_prediction_normalized,daylight_mean_residual,night_mean_residual,low_poa_mean_residual,high_poa_mean_residual
10,4492,-0.006028824713891792,-0.00019161160714280002,0.21824899673537235,0.15989504401311028,-0.22826128511731045,-0.3342607161807569,-0.18999549760037054,-0.34198494593283857,-0.1721868757449757,-0.23817761445951058,0.23817761445951058,0.59552106542261,-0.14209083737290573,-0.02779504424531685,0.07976695590337556,0.06570705200387585,-0.06808075928446972
34,1393,-0.021615328106975702,-0.0018753409710856,0.1636013028574018,0.11516727371292255,-0.4070994124649445,-0.48375727641674793,-0.3918536332411473,-0.43011388689326213,-0.3169417392031343,-0.30655021781137354,0.3065502178113736,0.32003669145048624,-0.3378141601061586,-0.04704611644946831,0.058072839518164346,0.05487366111680568,-0.11225957469353029
1239,2470,0.066894313544586,0.0367064932183848,0.17537339950471378,0.13803083082360276,0.4253789405933216,0.4982521606525246,0.236504355441545,0.3954352936410613,0.1655440659950488,0.4175235939978391,-0.4175235939978391,0.6316727334105448,-0.0843900127152012,0.07057306088093197,0.01306352973678919,-0.0216411088713943,0.18695615752308284
1430,1592,0.0826557140475979,0.061945392658286434,0.21245172459451833,0.16352139538619764,0.16357124466330744,0.12106373640617407,0.1501507631608312,0.04485497932659893,0.08959070857024337,0.013014957984674938,-0.013014957984674929,0.5519788347157778,-0.1661187160619482,0.08651461772893258,0.05933154400908824,0.041609930001101594,0.12132463750860605
