measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,poa_irradiance__421,system_id
2010-10-01 06:00:00,0.1663,-0.1539,123.01,12.436,13.48,13.126,-0.0137,76.238,-1.0428,-99999.0,8.9029,8.8273,8.9105,3.1654,10
2010-10-01 06:01:00,0.1673999999999999,-0.1759,122.92,12.543,13.479,13.118,-0.0159,102.09,-1.642,-99999.0,8.9176,8.9051,8.9772,4.6926,10
2010-10-01 06:02:00,0.1681999999999999,-0.1648999999999999,122.98,12.64,13.482,13.118,-0.0252,131.84,-3.3238,-99999.0,8.9661,8.9203,8.991799999999998,6.1642,10
2010-10-01 06:03:00,0.169,-0.2308999999999999,122.93,12.766,13.482,13.103,-0.0257,151.85,-3.9066,-99999.0,9.0508,8.9364,9.131900000000002,7.1914,10
2010-10-01 06:04:00,0.1719999999999999,-0.1539,122.92,12.89,13.483,13.097,-0.0263,162.62,-4.2698,-99999.0,9.126,9.0283,9.2619,8.690699999999998,10
2010-10-01 06:05:00,0.1794,-0.1869,122.93,13.001,13.483,13.097,-0.0263,173.42,-4.5534,-99999.0,9.2293,9.1254,9.3707,10.745,10
2010-10-01 06:06:00,0.1791,-0.2308999999999999,122.82,13.096,13.483,13.097,-0.0263,183.01,-4.8052,-99999.0,9.2286,9.1309,9.4496,12.633,10
2010-10-01 06:07:00,0.3932999999999999,-2.5068,122.8,13.174,13.484,13.089,-0.0142,177.61,-2.6888,-99999.0,9.1983,9.1456,9.4921,15.271,10
2010-10-01 06:08:00,0.5672,-2.078,122.79,13.158,13.486,13.074,0.0005999999999999,159.77,0.0873,-99999.0,9.163,9.1498,9.499,18.381,10
2010-10-01 06:09:00,0.5448,-0.8576,122.78,13.111,13.487,13.075,0.012,160.31,1.9286,-99999.0,9.1831,9.1672,9.445,20.825,10
2010-10-01 06:10:00,0.5507999999999998,0.5716999999999999,122.78,13.043,13.487,13.066,0.0238,160.56,3.819,-99999.0,9.2169,9.1594,9.3915,23.046,10
2010-10-01 06:11:00,0.5413,1.9791,122.83,12.968,13.485,13.054,0.0357999999999999,160.59,5.7524,-99999.0,9.2672,9.2555,9.5035,26.101,10
2010-10-01 06:12:00,0.5423999999999999,3.6173,122.84,12.928,13.486,13.045,0.0439999999999999,160.08,7.0498,-99999.0,9.2549,9.2667,9.503,28.738,10
2010-10-01 06:13:00,0.55,5.1567,122.87,12.903,13.487,13.033,0.0459999999999999,160.24,7.3627,-99999.0,9.3051,9.2801,9.4859,31.098,10
2010-10-01 06:14:00,0.5301,6.8719,122.88,12.86,13.486,13.033,0.0560999999999999,160.67,9.0069,-99999.0,9.3917,9.3702,9.5441,34.097,10
2010-10-01 06:15:00,0.5388,8.7521,123.08,12.816,13.486,13.02,0.0689,159.7,11.006,-99999.0,9.4602,9.412400000000002,9.6507,37.151,10
2010-10-01 06:16:00,0.5095,10.039,123.13,12.786,13.489,13.011,0.0817999999999999,159.69,13.062,-99999.0,9.537400000000002,9.5027,9.6828,39.9,10
2010-10-01 06:17:00,0.5342,12.117,122.94,12.773,13.486,13.011,0.0918999999999999,160.46,14.747,-99999.0,9.5748,9.5484,9.7929,42.732,10
2010-10-01 06:18:00,0.5443,13.062,122.97,12.753,13.486,13.012,0.1009,160.12,16.16,-99999.0,9.6954,9.6275,9.91,44.51,10
2010-10-01 06:19:00,0.5557999999999998,14.228,123.0,12.788,13.486,12.99,0.1094,160.66,17.575,-99999.0,9.8573,9.771400000000002,10.106,47.231,10
2010-10-01 06:20:00,0.5675,16.196,122.98,12.886,13.488,12.99,0.1234,159.86,19.721,-99999.0,10.004,9.8932,10.27,49.924,10
2010-10-01 06:21:00,0.5856,17.614,122.98,12.968,13.487,12.979,0.1378999999999999,160.06,22.067,-99999.0,10.127,10.042,10.393,53.618,10
2010-10-01 06:22:00,0.6161999999999999,20.33,122.88,13.056,13.488,12.969,0.1477,160.05,23.639,-99999.0,10.207,10.201,10.555,56.755,10
2010-10-01 06:23:00,0.6458,22.881,122.9,13.189,13.486,12.969,0.1567,160.5,25.155,-99999.0,10.426,10.392,10.757,60.06,10
2010-10-01 06:24:00,0.678,24.982,122.89,13.362,13.486,12.958,0.1693,160.52,27.177,-99999.0,10.642,10.546,10.945,62.867,10
2010-10-01 06:25:00,0.6944,27.005,122.97,13.546,13.485,12.948,0.1862999999999999,160.49,29.896,-99999.0,10.92,10.785,11.238,66.505,10
2010-10-01 06:26:00,0.6987999999999999,29.424,122.91,13.684,13.486,12.948,0.2016,159.99,32.252,-99999.0,11.113,11.007,11.481,70.031,10
2010-10-01 06:27:00,0.6777999999999998,31.051,122.91,13.891,13.486,12.931,0.2081,160.77,33.465,-99999.0,11.302,11.201,11.633,72.30599999999998,10
2010-10-01 06:28:00,0.637,33.184,122.73,14.102,13.487,12.926,0.2220999999999999,160.2,35.58,-99999.0,11.494,11.375,11.865,75.08199999999998,10
2010-10-01 06:29:00,0.5582,34.306,122.8,14.383,13.486,12.926,0.2354999999999999,159.6,37.585,-99999.0,11.699,11.632,12.107,77.831,10
2010-10-01 06:30:00,0.544,36.153,122.88,14.531,13.486,12.926,0.2451,160.78,39.402,-99999.0,11.81,11.726,12.174,80.16299999999998,10
2010-10-01 06:31:00,0.5489,37.989,122.87,14.549,13.483,12.919,0.2555,159.98,40.869,-99999.0,11.927,11.895,12.333,83.134,10
2010-10-01 06:32:00,0.5647999999999999,41.453,122.96,14.556,13.482,12.905,0.2753999999999999,160.17,44.107,-99999.0,12.02,12.037,12.416,88.24299999999998,10
2010-10-01 06:33:00,0.5767999999999999,43.366,122.9,14.471,13.482,12.905,0.2909999999999999,160.25,46.639,-99999.0,12.189,12.112,12.476,91.934,10
2010-10-01 06:34:00,0.5815,44.708,122.93,14.382,13.483,12.905,0.2992,160.39,47.994,-99999.0,12.298,12.24,12.591,93.572,10
2010-10-01 06:35:00,0.5922,46.874,122.96,14.341,13.482,12.905,0.311,159.77,49.684,-99999.0,12.422,12.366,12.7,96.598,10
2010-10-01 06:36:00,0.6170999999999999,49.36,122.95,14.359,13.48,12.906,0.3249,160.44,52.134,-99999.0,12.567,12.499,12.81,99.373,10
2010-10-01 06:37:00,0.6443999999999999,52.626,122.92,14.337,13.48,12.912,0.3501,160.42,56.173,-99999.0,12.699,12.646,12.926,104.18,10
2010-10-01 06:38:00,0.6624999999999999,56.376,122.92,14.312,13.48,12.928,0.3619,163.38,59.117,-99999.0,12.839,12.794,13.09,107.82,10
2010-10-01 06:39:00,0.6781,58.687,122.89,14.343,13.477,12.929,0.3808,163.46,62.253,-99999.0,13.035,12.931,13.219,112.29,10
2010-10-01 06:40:00,0.6936999999999999,60.765,122.91,14.338,13.476,12.929,0.4094999999999999,160.97,65.914,-99999.0,13.188,13.057,13.341,117.07,10
2010-10-01 06:41:00,0.7082,64.933,122.8,14.389,13.474,12.935,0.4117,167.96,69.144,-99999.0,13.317,13.238,13.516,118.7,10
2010-10-01 06:42:00,0.7396,71.552,122.84,14.436,13.473,12.951,0.4200999999999999,177.73,74.676,-99999.0,13.505,13.375,13.652,123.0,10
2010-10-01 06:43:00,0.7651,77.369,122.83,14.477,13.472,12.954,0.4349,183.22,79.673,-99999.0,13.664,13.543,13.821,126.67,10
2010-10-01 06:44:00,0.7867,80.61199999999998,122.88,14.504,13.472,12.972,0.4531999999999999,185.14,83.899,-99999.0,13.838,13.744,14.032,131.06,10
2010-10-01 06:45:00,0.8241,85.604,122.86,14.576,13.472,12.975,0.4663999999999999,190.16,88.67,-99999.0,14.056,13.907,14.158,135.06,10
2010-10-01 06:46:00,0.8447,87.04399999999998,122.82,14.683,13.471,12.99,0.4914999999999999,185.98,91.421,-99999.0,14.26,14.112,14.357,139.28,10
2010-10-01 06:47:00,0.8771999999999999,93.191,122.86,14.803,13.468,13.001,0.5085,191.27,97.261,-99999.0,14.423,14.351,14.612,144.33,10
2010-10-01 06:48:00,0.9171,98.436,122.8,14.927,13.468,13.015,0.5279,193.44,102.11,-99999.0,14.697,14.496,14.74,149.1,10
2010-10-01 06:49:00,0.9439,102.92,122.83,15.016,13.468,13.017,0.5501,195.04,107.27,-99999.0,14.842,14.723,14.933,153.93,10
2010-10-01 06:50:00,0.9833,108.31,122.86,15.057,13.468,13.036,0.5621,200.0,112.42,-99999.0,15.036,14.946,15.176,158.04,10
2010-10-01 06:51:00,1.0235,112.86,122.89,15.122,13.467,13.049,0.5613,209.97,117.85,-99999.0,15.303,15.134,15.357,161.71,10
2010-10-01 06:52:00,1.0585,117.95,122.89,15.191,13.465,13.074,0.5782,212.32,122.77,-99999.0,15.46,15.406,15.623,165.79,10
2010-10-01 06:53:00,1.0971,124.87,122.94,15.213,13.464,13.09,0.6060999999999999,213.05,129.14,-99999.0,15.754,15.586,15.784,171.21,10
2010-10-01 06:54:00,1.1441,129.99,122.98,15.227,13.462,13.101,0.6094,221.81,135.17,-99999.0,15.971,15.823,16.033,176.68,10
2010-10-01 06:55:00,1.1876,135.83,122.82,15.222,13.461,13.122,0.6297,223.46,140.68,-99999.0,16.222,16.034,16.222,181.48,10
2010-10-01 06:56:00,1.2215,140.16,122.88,15.203,13.46,13.146,0.6578,223.05,146.72,-99999.0,16.472,16.3,16.487,186.45,10
2010-10-01 06:57:00,1.2546,146.08,122.91,15.175,13.458,13.166,0.6964,217.46,151.43,-99999.0,16.667,16.552,16.713,192.03,10
2010-10-01 06:58:00,1.3003,151.89,122.95,15.192,13.457,13.182,0.7232,217.56,157.32,-99999.0,16.863,16.769,16.942,197.55,10
2010-10-01 06:59:00,1.3457,158.22,122.96,15.228,13.454,13.205,0.7303,223.77,163.41,-99999.0,17.064,16.966,17.147,202.64,10
2010-10-01 07:00:00,1.3897,161.69,122.92,15.209,13.455,13.229,0.7187999999999999,232.43,167.05,-99999.0,17.279,17.143,17.373,207.44,10
2010-10-01 07:01:00,1.425,168.44,122.98,15.189,13.452,13.254,0.7349,234.75,172.48,-99999.0,17.48,17.338,17.573,212.38,10
2010-10-01 07:02:00,1.4723,172.49,123.07,15.185,13.45,13.278,0.7764999999999999,231.65,179.86,-99999.0,17.701,17.596,17.795,216.46,10
2010-10-01 07:03:00,1.5065,179.08,123.07,15.202,13.448,13.311,0.7954,229.71,182.66,-99999.0,17.927,17.83,18.037,220.68,10
2010-10-01 07:04:00,1.5401,181.25,123.01,15.228,13.448,13.338,0.8076999999999999,232.37,187.67,-99999.0,18.157,18.097,18.276,225.21,10
2010-10-01 07:05:00,1.5732,185.16,123.05,15.237,13.446,13.362,0.8473,226.7,192.06,-99999.0,18.379,18.353,18.517,228.23,10
2010-10-01 07:06:00,1.6041,189.86,123.07,15.283,13.445,13.394,0.8394,233.34,195.85,-99999.0,18.635,18.616,18.753,232.17,10
2010-10-01 07:07:00,1.6386,194.43,123.08,15.319,13.444,13.428,0.8770999999999999,229.25,201.06,-99999.0,18.928,18.872,19.036,236.28,10
2010-10-01 07:08:00,1.6829,199.42,123.09,15.351,13.441,13.455,0.9121,226.46,206.51,-99999.0,19.203,19.116,19.248,240.76,10
2010-10-01 07:09:00,1.7083,202.26,123.0,15.371,13.44,13.491,0.957,219.73,210.26,-99999.0,19.438,19.387,19.516,244.7,10
2010-10-01 07:10:00,1.7605,207.96,122.91,15.44,13.438,13.527,0.94,229.4,215.63,-99999.0,19.538,19.611,19.801,248.97,10
2010-10-01 07:11:00,1.7922,213.69,122.82,15.566,13.436,13.552,0.9534,230.85,220.04,-99999.0,19.808,19.836,20.027,253.74,10
2010-10-01 07:12:00,1.8373,218.54,122.85,15.645,13.435,13.589,0.9969,226.74,225.98,-99999.0,20.157,20.146,20.282,259.13,10
2010-10-01 07:13:00,1.8567,220.7,122.85,15.766,13.432,13.626,1.0467,218.03,228.13,-99999.0,20.29,20.346,20.486,262.55,10
2010-10-01 07:14:00,1.915,225.1,122.85,15.919,13.432,13.669,1.0661,220.52,235.07,-99999.0,20.507,20.613,20.761,267.94,10
2010-10-01 07:15:00,1.9576,233.78,122.79,16.118,13.429,13.703,1.0666,226.8,241.9,-99999.0,20.644,20.762,20.957,272.85,10
2010-10-01 07:16:00,2.0167,240.14,122.79,16.339,13.428,13.741,1.0885,227.98,248.11,-99999.0,20.83,21.024,21.206,278.87,10
2010-10-01 07:17:00,2.0588,246.18,122.93,16.53,13.425,13.783,1.1284,224.77,253.61,-99999.0,21.006,21.172,21.407,285.06,10
2010-10-01 07:18:00,2.1124,252.09,122.93,16.662,13.424,13.826,1.1634,223.67,260.22,-99999.0,21.181,21.458,21.678,291.48,10
2010-10-01 07:19:00,2.1687,259.95,122.81,16.747,13.419,13.872,1.1743,228.65,268.51,-99999.0,21.425,21.737,21.91,297.69,10
2010-10-01 07:20:00,2.2193,263.58,122.77,16.809,13.419,13.906,1.2063,227.59,274.54,-99999.0,21.551,21.874,22.111,302.44,10
2010-10-01 07:21:00,2.2584,268.3,122.87,16.874,13.416,13.953,1.2288,228.41,280.58,-99999.0,21.721,22.175,22.368,307.19,10
2010-10-01 07:22:00,2.3016,275.08,122.95,16.925,13.415,14.002,1.2512,227.48,284.6,-99999.0,22.046,22.464,22.631,312.44,10
2010-10-01 07:23:00,2.3276,278.61,122.91,16.985,13.411,14.042,1.2684,227.99,289.17,-99999.0,22.218,22.678,22.841,315.72,10
2010-10-01 07:24:00,2.3637,283.59,122.81,17.032,13.41,14.091,1.2881,227.44,292.92,-99999.0,22.57,22.998,23.179,319.83,10
2010-10-01 07:25:00,2.3924,286.62,122.8,17.072,13.407,14.142,1.281,231.55,296.58,-99999.0,22.92,23.297,23.427,322.68,10
2010-10-01 07:26:00,2.4266,288.27,122.76,17.121,13.407,14.193,1.2796,233.9,299.25,-99999.0,23.067,23.482,23.701,325.61,10
2010-10-01 07:27:00,2.4654,292.83,122.76,17.217,13.403,14.242,1.3441,226.3,304.15,-99999.0,23.352,23.792,23.931,329.81,10
2010-10-01 07:28:00,2.4832,296.7,122.79,17.294,13.404,14.295,1.3813,223.29,308.44,-99999.0,23.717,24.022,24.211,334.17,10
2010-10-01 07:29:00,2.5067,301.62,122.78,17.386,13.4,14.352,1.409,222.19,313.04,-99999.0,24.076,24.371,24.445,338.03,10
2010-10-01 07:30:00,2.5794,306.6,122.68,17.486,13.399,14.405,1.4098,226.03,318.64,-99999.0,24.29,24.567,24.76,342.89,10
2010-10-01 07:31:00,2.6106,310.74,122.7,17.628,13.396,14.462,1.4207,227.96,323.85,-99999.0,24.514,24.82,25.013,346.74,10
2010-10-01 07:32:00,2.6486,316.3,122.69,17.803,13.394,14.518,1.4453,226.93,327.95,-99999.0,24.617,25.107,25.235,351.63,10
2010-10-01 07:33:00,2.6675,317.91,122.78,17.953,13.392,14.58,1.4459,229.06,331.13,-99999.0,24.741,25.307,25.448,354.24,10
2010-10-01 07:34:00,2.7044,323.66,122.68,18.032,13.387,14.637,1.4461,231.78,335.13,-99999.0,24.883,25.438,25.614,358.31,10
2010-10-01 07:35:00,2.7378,329.29,122.86,18.064,13.387,14.7,1.4951,228.52,341.52,-99999.0,24.924,25.546,25.855,363.36,10
2010-10-01 07:36:00,2.7826,332.29,122.8,18.125,13.383,14.757,1.546,223.09,344.82,-99999.0,25.062,25.764,26.024,367.99,10
2010-10-01 07:37:00,2.8403,339.48,122.83,18.187,13.381,14.827,1.5544,227.06,352.94,-99999.0,25.284,25.902,26.243,374.27,10
2010-10-01 07:38:00,2.8914,344.98,122.85,18.232,13.379,14.893,1.5528,231.13,358.86,-99999.0,25.365,26.144,26.358,379.04,10
2010-10-01 07:39:00,2.9256,352.3,122.8,18.303,13.376,14.953,1.5933,228.59,364.14,-99999.0,25.673,26.432,26.691,384.57,10
2010-10-01 07:40:00,2.9811,356.21,122.79,18.384,13.374,15.02,1.6269,228.11,371.04,-99999.0,25.765,26.656,26.858,389.69,10
2010-10-01 07:41:00,3.0041,359.24,122.84,18.484,13.37,15.09,1.6209,231.84,375.72,-99999.0,25.934,26.794,27.031,392.91,10
2010-10-01 07:42:00,3.0435,365.26,122.82,18.522,13.37,15.153,1.605,237.04,380.44,-99999.0,26.021,27.009,27.246,398.49,10
2010-10-01 07:43:00,3.1053,373.23,122.81,18.53,13.366,15.225,1.6665,232.58,387.49,-99999.0,26.118,27.228,27.458,404.64,10
2010-10-01 07:44:00,3.1335,374.46,122.84,18.534,13.362,15.286,1.7357,224.32,389.34,-99999.0,26.31,27.429,27.695,408.53,10
2010-10-01 07:45:00,3.1931,380.9,122.84,18.526,13.358,15.358,1.7327,228.83,396.49,-99999.0,26.382,27.541,27.844,413.22,10
2010-10-01 07:46:00,3.2283,382.12,122.83,18.478,13.36,15.43,1.7002,235.95,401.1,-99999.0,26.469,27.726,28.005,418.59,10
2010-10-01 07:47:00,3.2706,388.75,122.75,18.436,13.356,15.501,1.7212,234.85,404.2,-99999.0,26.717,27.867,28.247,422.4,10
2010-10-01 07:48:00,3.3163,394.11,122.73,18.337,13.353,15.575,1.7526,234.77,411.37,-99999.0,26.531,27.899,28.231,427.23,10
2010-10-01 07:49:00,3.3715,400.69,122.72,18.273,13.35,15.642,1.7775,235.1,417.84,-99999.0,26.722,28.137,28.496,433.34,10
2010-10-01 07:50:00,3.412,406.27,122.68,18.306,13.349,15.719,1.8068,233.74,422.23,-99999.0,27.024,28.298,28.719,438.48,10
2010-10-01 07:51:00,3.4465,409.68,123.12,18.333,13.347,15.797,1.8541,229.43,425.38,-99999.0,26.777,28.305,28.867,441.31,10
2010-10-01 07:52:00,3.471,416.57,123.51,18.357,13.344,15.869,1.9241,225.23,433.35,-99999.0,26.995,28.435,28.941,447.0,10
2010-10-01 07:53:00,3.5131,420.66,123.56,18.425,13.341,15.943,1.9432,226.72,440.53,-99999.0,26.953,28.385,29.033,452.25,10
2010-10-01 07:54:00,3.5514,424.42,123.47,18.487,13.337,16.018,1.9678,224.87,442.41,-99999.0,27.291,28.723,29.273,456.13,10
2010-10-01 07:55:00,3.6006,430.15,123.52,18.519,13.333,16.094,1.9585,228.31,447.12,-99999.0,27.216,28.763,29.447,460.65,10
2010-10-01 07:56:00,3.6416,434.98,123.38,18.518,13.333,16.17,2.0214,223.69,452.13,-99999.0,27.153,28.809,29.645,466.28,10
2010-10-01 07:57:00,3.6957,441.9,123.44,18.501,13.331,16.247,2.0263,226.86,459.63,-99999.0,27.116,28.67,29.68,472.03,10
2010-10-01 07:58:00,3.72,446.75,123.51,18.497,13.327,16.327,2.0317,229.5,466.2,-99999.0,27.119,28.788,29.792,476.54,10
2010-10-01 07:59:00,3.7621,450.7,123.55,18.521,13.327,16.402,1.994,236.02,470.54,-99999.0,27.061,28.864,29.899,481.93,10
2010-10-01 08:00:00,3.8165,459.38,123.54,18.643,13.322,16.485,2.0596,231.61,477.01,-99999.0,27.21,29.045,30.03,487.36,10
2010-10-01 08:01:00,3.8553,463.75,123.5,18.7,13.316,16.56,2.12,228.22,483.79,-99999.0,27.145,28.974,30.138,492.94,10
2010-10-01 08:02:00,3.8752,468.43,123.49,18.662,13.316,16.639,2.1536,226.88,488.6,-99999.0,27.132,29.074,30.18,496.91,10
2010-10-01 08:03:00,3.902,473.14,123.52,18.694,13.314,16.716,2.1449,230.52,494.41,-99999.0,27.518,29.288,30.346,501.61,10
2010-10-01 08:04:00,3.9213,473.79,123.57,18.786,13.313,16.794,2.1793,227.54,495.83,-99999.0,27.647,29.423,30.642,504.87,10
2010-10-01 08:05:00,3.9437,480.01,123.59,18.933,13.309,16.869,2.1935,228.25,500.51,-99999.0,27.998,29.514,30.532,508.15,10
2010-10-01 08:06:00,3.977,482.25,123.55,18.952,13.307,16.952,2.2183,226.76,503.01,-99999.0,28.319,29.607,30.492,511.7,10
2010-10-01 08:07:00,4.0123,485.09,123.56,18.916,13.303,17.03,2.2066,230.06,507.63,-99999.0,28.722,29.842,30.7,514.48,10
2010-10-01 08:08:00,4.0284,486.79,123.6,18.916,13.304,17.11,2.1937,232.16,509.24,-99999.0,28.647,29.828,30.362,517.7,10
2010-10-01 08:09:00,4.0774,493.94,123.53,18.902,13.301,17.192,2.2326,231.32,516.4,-99999.0,29.018,30.092,30.095,522.78,10
2010-10-01 08:10:00,4.1267,499.49,123.6,18.932,13.3,17.268,2.2448,232.81,522.52,-99999.0,29.153,30.204,30.027,527.77,10
2010-10-01 08:11:00,4.1666,504.1,123.69,18.993,13.298,17.348,2.2776,232.07,528.5,-99999.0,29.303,30.217,30.076,531.8,10
2010-10-01 08:12:00,4.2003,509.23,123.73,18.975,13.297,17.43,2.3109,229.1,529.41,-99999.0,29.616,30.269,30.422,535.73,10
2010-10-01 08:13:00,4.2267,512.52,123.62,18.948,13.296,17.501,2.312,231.92,536.09,-99999.0,29.868,30.319,30.92,539.19,10
2010-10-01 08:14:00,4.2458,516.07,123.5,19.042,13.291,17.586,2.3262,230.73,536.68,-99999.0,29.89,30.442,31.016,541.16,10
2010-10-01 08:15:00,4.2617,516.32,123.48,19.054,13.291,17.661,2.3535,230.15,541.64,-99999.0,29.84,30.377,31.261,543.45,10
2010-10-01 08:16:00,4.3224,522.67,123.39,19.168,13.289,17.744,2.3708,231.87,549.7,-99999.0,29.941,30.657,31.57,549.11,10
2010-10-01 08:17:00,4.3719,529.32,123.53,19.248,13.287,17.821,2.4197,228.53,552.92,-99999.0,29.896,30.796,31.822,555.77,10
2010-10-01 08:18:00,4.4187,536.39,123.71,19.295,13.285,17.9,2.4088,233.35,562.07,-99999.0,29.745,30.893,32.047,562.22,10
2010-10-01 08:19:00,4.4571,540.88,123.55,19.118,13.282,17.979,2.4672,230.36,568.33,-99999.0,29.544,30.907,32.194,566.43,10
2010-10-01 08:20:00,4.4907,548.16,123.59,19.04,13.281,18.055,2.526,225.91,570.62,-99999.0,29.569,30.913,32.397,571.6,10
2010-10-01 08:21:00,4.535,548.4,123.65,18.901,13.279,18.142,2.5646,223.56,573.3,-99999.0,29.732,31.164,32.608,576.66,10
2010-10-01 08:22:00,4.5636,554.02,123.64,18.774,13.276,18.211,2.5265,229.98,580.97,-99999.0,29.932,31.467,32.828,579.4,10
2010-10-01 08:23:00,4.5732,555.08,123.68,18.842,13.275,18.286,2.4989,233.7,583.98,-99999.0,30.08,31.833,33.086,581.99,10
2010-10-01 08:24:00,4.6126,559.03,123.62,18.881,13.272,18.366,2.5497,230.41,587.44,-99999.0,30.325,32.008,33.344,586.08,10
2010-10-01 08:25:00,4.6347,563.0,123.64,18.932,13.271,18.445,2.5101,234.31,588.11,-99999.0,30.527,32.231,33.622,590.04,10
2010-10-01 08:26:00,4.6871,569.21,123.64,18.935,13.269,18.521,2.5494,234.34,597.33,-99999.0,30.347,32.427,33.795,596.54,10
2010-10-01 08:27:00,4.7216,572.79,123.63,18.882,13.27,18.601,2.5623,234.43,600.64,-99999.0,30.363,32.381,33.954,600.46,10
2010-10-01 08:28:00,4.7481,577.56,123.58,18.868,13.266,18.678,2.6364,229.42,604.76,-99999.0,30.48,32.496,33.997,602.68,10
2010-10-01 08:29:00,4.7628,578.35,123.64,18.806,13.264,18.755,2.6621,227.3,605.04,-99999.0,30.813,32.738,34.203,604.9,10
2010-10-01 08:30:00,4.7554,575.78,123.51,18.822,13.262,18.833,2.6366,229.89,606.11,-99999.0,31.27,33.199,34.52,604.1,10
2010-10-01 08:31:00,4.7661,576.61,123.45,18.857,13.259,18.907,2.6511,228.9,606.81,-99999.0,31.406,33.324,34.888,605.65,10
2010-10-01 08:32:00,4.789,578.97,123.38,18.88,13.258,18.988,2.6418,231.99,612.85,-99999.0,31.658,33.582,35.076,608.98,10
2010-10-01 08:33:00,4.8158,580.73,123.32,18.991,13.257,19.064,2.6675,229.84,612.93,-99999.0,32.049,33.73,35.342,612.04,10
2010-10-01 08:34:00,4.856,587.26,123.31,19.331,13.254,19.141,2.7271,227.23,619.6,-99999.0,32.274,34.106,35.697,617.56,10
2010-10-01 08:35:00,4.874,589.69,123.26,19.684,13.254,19.222,2.7659,222.53,615.44,-99999.0,32.181,34.038,35.719,620.56,10
2010-10-01 08:36:00,4.9098,591.95,123.42,19.776,13.251,19.299,2.8058,220.69,619.19,-99999.0,32.198,33.74,34.907,625.59,10
2010-10-01 08:37:00,4.9817,605.9,123.39,19.778,13.25,19.37,2.7774,228.45,634.42,-99999.0,32.599,33.868,35.085,633.33,10
2010-10-01 08:38:00,5.0186,609.05,123.41,19.785,13.248,19.451,2.843,224.82,639.04,-99999.0,33.283,34.414,35.44,639.01,10
2010-10-01 08:39:00,5.0495,611.97,123.48,19.891,13.248,19.527,2.9274,219.19,641.63,-99999.0,33.819,34.58,35.873,646.73,10
2010-10-01 08:40:00,5.0924,617.7,123.5,19.989,13.247,19.604,2.9269,222.66,651.69,-99999.0,34.329,34.93,35.989,650.79,10
2010-10-01 08:41:00,5.1337,623.11,123.32,20.078,13.244,19.68,2.9094,224.78,653.93,-99999.0,34.362,34.919,36.266,654.47,10
2010-10-01 08:42:00,5.1745,627.64,123.47,20.151,13.244,19.753,2.8787,229.04,659.3,-99999.0,34.429,35.188,36.339,657.89,10
2010-10-01 08:43:00,5.2114,631.69,123.46,20.226,13.24,19.83,2.9301,226.66,664.1,-99999.0,34.6,35.041,36.327,663.41,10
2010-10-01 08:44:00,5.2579,638.92,123.48,20.188,13.239,19.906,2.9973,223.3,669.22,-99999.0,34.248,34.584,36.07,669.98,10
2010-10-01 08:45:00,5.3381,644.75,123.44,20.143,13.237,19.983,2.9568,230.03,680.07,-99999.0,33.983,34.317,35.538,676.58,10
2010-10-01 08:46:00,5.3736,649.33,123.47,19.949,13.236,20.053,2.9778,231.3,688.65,-99999.0,33.399,33.802,34.71,680.68,10
2010-10-01 08:47:00,5.4149,655.35,123.42,19.649,13.233,20.129,2.9868,230.27,687.76,-99999.0,33.192,33.375,34.543,683.67,10
2010-10-01 08:48:00,5.4512,658.99,123.46,19.457,13.233,20.209,2.9794,231.92,690.91,-99999.0,32.837,32.994,34.022,688.05,10
2010-10-01 08:49:00,5.4979,666.8,123.4,19.238,13.233,20.275,3.0327,230.01,697.52,-99999.0,32.429,32.534,33.614,691.6,10
2010-10-01 08:50:00,5.5394,671.91,123.39,19.171,13.23,20.354,3.069,229.71,704.96,-99999.0,32.591,32.654,33.555,695.01,10
2010-10-01 08:51:00,5.5828,676.41,123.39,19.182,13.229,20.43,3.09,231.14,714.12,-99999.0,32.372,32.695,33.259,701.45,10
2010-10-01 08:52:00,5.6164,679.99,123.43,19.027,13.23,20.493,3.0837,232.4,716.65,-99999.0,32.301,32.476,33.006,704.67,10
2010-10-01 08:53:00,5.6454,683.77,123.38,18.837,13.228,20.562,3.1409,230.39,723.57,-99999.0,32.034,32.305,32.607,707.47,10
2010-10-01 08:54:00,5.6749,686.71,123.45,18.872,13.227,20.626,3.1858,228.03,726.45,-99999.0,32.098,32.324,32.611,711.18,10
2010-10-01 08:55:00,5.6749,687.34,123.44,18.959,13.227,20.695,3.2252,225.51,727.2899999999998,-99999.0,32.27,32.242,32.914,713.76,10
2010-10-01 08:56:00,5.7383,694.57,123.55,18.98,13.226,20.761,3.1716,231.63,734.57,-99999.0,31.938,32.123,32.428,718.29,10
2010-10-01 08:57:00,5.7829,702.22,123.45,18.927,13.227,20.822,3.1802,232.29,738.65,-99999.0,31.887,31.873,32.685,722.19,10
2010-10-01 08:58:00,5.8444,706.6,123.41,18.957,13.225,20.881,3.2018,232.48,744.33,-99999.0,32.058,32.052,32.811,727.96,10
2010-10-01 08:59:00,5.8753,711.25,123.29,18.892,13.226,20.941,3.219,233.13,750.4099999999999,-99999.0,31.926,32.018,32.737,733.44,10
