measured_on,ac_power_metered_kw__3015,ambient_temp_f__3016,module_temp_f__3019,poa_irradiance__3018,relative_humidity__3017,total_energy_kwh__3022,wind_direction__3021,wind_speed_mph__3020,system_id
2012-01-10 15:15:00,-0.0599999999999999,30.217,30.57,10.123,87.16299999999998,3495.48,295.785,3.669,1239
2012-01-10 15:30:00,-0.1,30.105,30.52,13.177,87.381,3495.44,233.708,2.487,1239
2012-01-10 15:45:00,-0.1799999999999999,29.933,30.25,8.202999999999998,87.71899999999998,3495.44,219.353,1.906,1239
2012-01-10 16:00:00,-0.2,29.994,30.19,1.309,87.906,3495.4,196.56,4.606,1239
2012-01-10 16:15:00,-0.22,29.792,29.79,0.0,88.04999999999998,3495.32,226.215,4.6,1239
2012-01-10 16:30:00,0.0,30.065,29.54,4.189,88.613,3495.32,199.868,3.313,1239
2012-01-10 16:45:00,0.0,30.197,29.41,1.658,88.275,3495.32,227.092,4.181,1239
2012-01-10 17:00:00,0.0,29.873,29.5,0.0,87.781,3495.32,283.77,2.656,1239
2012-01-10 17:15:00,0.0,30.156,29.52,0.0,87.031,3495.32,252.585,4.213,1239
2012-01-10 17:30:00,0.0,30.511,30.14,0.96,83.78799999999998,3495.32,232.943,7.556,1239
2012-01-10 17:45:00,0.0,30.197,30.33,0.785,84.84399999999998,3495.32,187.133,4.556,1239
2012-01-10 18:00:00,0.0,28.749,28.68,1.484,88.09399999999998,3495.32,308.723,12.238,1239
2012-01-10 18:15:00,0.0,26.926,27.45,0.0,85.16899999999998,3495.32,43.132,4.363,1239
2012-01-10 18:30:00,0.0,25.985,26.9,2.705,87.069,3495.32,316.013,3.163,1239
2012-01-10 18:45:00,0.0,24.162,25.58,0.0,80.42499999999998,3495.32,204.525,7.756,1239
2012-01-11 06:00:00,0.0,-1.201,-1.87,4.974,72.075,3495.4,341.303,1.731,1239
2012-01-11 06:15:00,0.0,-1.353,-2.7,0.436,72.188,3495.4,116.978,3.194,1239
2012-01-11 06:30:00,0.0,-2.112,-3.41,1.571,73.59999999999998,3495.42,86.22,1.256,1239
2012-01-11 06:45:00,0.0,-2.892,-3.77,0.0869999999999999,73.575,3495.42,267.188,1.044,1239
2012-01-11 07:00:00,0.0,-3.418,-3.71,4.8,75.21899999999998,3495.42,286.74,0.4249999999999999,1239
2012-01-11 07:15:00,0.0,-4.076,-4.28,4.276,76.80599999999998,3495.42,327.645,2.506,1239
2012-01-11 07:30:00,0.0,-4.299,-4.43,12.13,76.66899999999998,3495.42,292.342,5.75,1239
2012-01-11 07:45:00,0.0,-4.289,-4.21,21.206,76.031,3495.42,276.12,1.1,1239
2012-01-11 08:00:00,0.0,-3.601,-3.66,34.208,74.894,3495.4,269.978,4.106,1239
2012-01-11 08:15:00,0.1799999999999999,-2.224,-2.7,154.809,71.0,3495.4,347.85,6.606,1239
2012-01-11 08:30:00,0.26,-0.219,-1.44,188.494,66.513,3495.48,274.883,5.688,1239
2012-01-11 08:45:00,0.4199999999999999,1.118,0.1,221.655,64.881,3495.54,195.03,2.437,1239
2012-01-11 09:00:00,0.56,2.484,1.24,243.035,61.944,3495.66,41.692,5.919,1239
2012-01-11 09:15:00,1.22,3.062,1.89,264.502,60.081,3495.86,17.212,4.506,1239
2012-01-11 09:30:00,1.74,3.74,3.08,286.58,60.181,3496.22,330.547,3.919,1239
2012-01-11 09:45:00,2.42,3.355,3.21,311.015,59.244,3496.76,293.693,10.525,1239
2012-01-11 10:00:00,2.96,4.266,5.12,332.308,58.331,3497.38,61.628,6.525,1239
2012-01-11 10:15:00,3.36,4.337,6.67,351.331,56.888,3498.18,52.02,2.381,1239
2012-01-11 10:30:00,3.54,5.046,8.5,360.843,55.4,3499.04,95.175,0.8379999999999999,1239
2012-01-11 10:45:00,3.74,4.894,9.18,379.256,55.538,3499.96,210.24,2.688,1239
2012-01-11 11:00:00,4.06,6.271,10.5,403.778,54.163,3500.92,9.9,2.525,1239
2012-01-11 11:15:00,4.0,6.595,11.35,416.955,53.513,3501.94,39.6,2.613,1239
2012-01-11 11:30:00,4.16,6.838,11.93,427.253,52.375,3502.96,10.778,3.444,1239
2012-01-11 11:45:00,4.08,6.818,12.62,440.691,52.531,3504.02,86.84999999999998,1.313,1239
2012-01-11 12:00:00,4.16,7.031,12.0,444.444,50.75,3505.02,2.835,3.444,1239
2012-01-11 12:15:00,3.98,6.494,11.97,456.486,51.613,3506.08,1.26,2.531,1239
2012-01-11 12:30:00,3.969,7.586999999999998,12.72,453.956,50.969,3507.06,350.595,4.375,1239
2012-01-11 12:45:00,3.8,8.053,13.41,448.807,51.125,3508.04,321.48,1.563,1239
2012-01-11 13:00:00,3.54,8.356999999999998,13.04,441.564,49.913,3508.98,12.735,3.106,1239
2012-01-11 13:15:00,3.3,9.44,12.6,425.071,48.65,3509.84,0.023,1.937,1239
2012-01-11 13:30:00,3.0,9.795000000000002,13.22,406.745,48.313,3510.62,7.761999999999999,2.775,1239
2012-01-11 13:45:00,2.38,9.987,12.78,372.711,47.719,3511.32,349.155,6.0,1239
2012-01-11 14:00:00,2.38,9.805,12.21,346.706,47.063,3511.94,337.77,2.369,1239
2012-01-11 14:15:00,1.84,10.969,12.29,292.776,47.175,3512.5,325.8,4.656,1239
2012-01-11 14:30:00,0.6999999999999998,10.22,11.2,157.689,48.281,3512.72,16.267,0.138,1239
2012-01-11 14:45:00,1.02,9.066,9.56,217.117,48.519,3512.88,6.097,5.85,1239
2012-01-11 15:00:00,-0.16,8.782,8.49,48.694,49.494,3512.9,329.085,2.856,1239
2012-01-11 15:15:00,-0.12,7.355,7.42,35.255,53.569,3512.88,41.827,1.269,1239
2012-01-11 15:30:00,-0.2999999999999999,6.808,6.35,21.729,56.725,3512.82,26.842,2.719,1239
2012-01-11 15:45:00,-0.32,5.876,5.38,12.741,57.206,3512.74,20.272,2.75,1239
2012-01-11 16:00:00,-0.52,5.492,4.63,7.591999999999999,57.769,3512.62,0.0,3.125,1239
2012-01-11 16:15:00,-0.26,4.823,3.08,0.0,60.6,3512.48,3.6,1.637,1239
2012-01-11 16:30:00,-0.2399999999999999,4.358,2.45,0.0,60.031,3512.42,7.785,2.006,1239
2012-01-11 16:45:00,-0.2999999999999999,4.418,1.69,0.0,62.513,3512.36,16.965,0.0,1239
2012-01-11 17:00:00,-0.28,4.793,2.73,1.92,62.838,3512.26,22.275,2.356,1239
2012-01-11 17:15:00,-0.32,5.876,3.96,4.101,61.125,3512.18,17.505,1.863,1239
2012-01-11 17:30:00,-0.32,6.605,4.95,0.0,60.781,3512.12,22.972,0.8439999999999999,1239
2012-01-11 17:45:00,-0.32,5.441,5.14,1.833,59.625,3512.04,310.23,1.6,1239
2012-01-11 18:00:00,-0.34,5.461,5.12,0.0,61.813,3511.98,285.953,1.038,1239
2012-01-11 18:15:00,-0.28,4.732,5.28,0.0,62.769,3511.88,101.385,1.981,1239
2012-01-11 18:30:00,-0.28,5.542,5.64,0.0,64.263,3511.82,39.87,4.25,1239
2012-01-11 18:45:00,-0.2999999999999999,6.464,6.32,4.014,61.225,3511.76,8.46,1.694,1239
2012-01-12 06:00:00,0.0,8.124,8.67,1.047,64.994,3511.5,348.975,1.7,1239
2012-01-12 06:15:00,0.0,7.932,8.699999999999998,0.0,65.106,3511.5,100.26,1.125,1239
2012-01-12 06:30:00,0.0,7.739,8.41,0.0,66.631,3511.5,107.775,2.519,1239
2012-01-12 06:45:00,0.0,7.598,7.94,1.134,67.844,3511.5,80.977,0.2119999999999999,1239
2012-01-12 07:00:00,0.0,7.901,7.75,3.316,68.181,3511.5,92.588,0.0,1239
2012-01-12 07:15:00,0.0,7.901,7.639999999999999,4.974,68.763,3511.5,87.593,0.938,1239
2012-01-12 07:30:00,0.0,8.175,7.8,9.337,68.75,3511.48,103.883,2.913,1239
2012-01-12 07:45:00,0.0,7.8,8.109999999999998,20.856,68.531,3511.48,86.265,3.244,1239
2012-01-12 08:00:00,0.0,8.721,8.99,25.22,67.056,3511.48,99.518,2.881,1239
2012-01-12 08:15:00,0.0599999999999999,9.41,9.57,37.961,65.931,3511.5,98.303,2.606,1239
2012-01-12 08:30:00,0.16,9.218,10.73,56.286,66.081,3511.52,120.69,0.9,1239
2012-01-12 08:45:00,0.5799999999999998,10.017,12.26,82.03,64.169,3511.64,103.432,3.019,1239
2012-01-12 09:00:00,0.6999999999999998,10.412,13.15,92.502,61.306,3511.76,111.623,1.538,1239
2012-01-12 09:15:00,0.8599999999999999,10.686,13.75,103.672,59.425,3511.94,112.163,2.981,1239
2012-01-12 09:30:00,0.7199999999999999,11.85,15.73,88.226,60.1,3512.14,165.532,1.319,1239
2012-01-12 09:45:00,0.64,12.488,16.56,87.17799999999998,59.513,3512.3,124.335,4.15,1239
2012-01-12 10:00:00,0.8399999999999999,12.346,16.69,112.049,58.913,3512.52,139.658,3.15,1239
2012-01-12 10:15:00,1.12,13.288,18.03,123.655,56.406,3512.8,139.995,3.337,1239
2012-01-12 10:30:00,0.96,13.571,18.5,103.584,55.538,3513.06,152.528,2.025,1239
2012-01-12 10:45:00,1.06,13.673,19.01,117.46,58.369,3513.28,61.02,1.613,1239
2012-01-12 11:00:00,1.44,14.493,19.31,144.425,53.081,3513.58,116.73,0.994,1239
2012-01-12 11:15:00,1.5,15.131,20.77,147.043,52.613,3513.94,99.495,2.95,1239
2012-01-12 11:30:00,1.26,15.667,21.3,141.196,53.556,3514.3,65.768,1.325,1239
2012-01-12 11:45:00,1.32,15.465,20.13,129.415,54.188,3514.62,110.43,2.681,1239
2012-01-12 12:00:00,1.24,15.799,20.79,134.651,55.738,3514.94,138.487,2.531,1239
2012-01-12 12:15:00,1.24,16.548,20.67,132.818,56.2,3515.26,112.433,4.831,1239
2012-01-12 12:30:00,1.2,17.206,21.52,125.139,56.819,3515.54,80.753,1.281,1239
2012-01-12 12:45:00,1.2,16.933,21.12,120.252,58.775,3515.82,71.19,2.394,1239
2012-01-12 13:00:00,1.14,17.004,21.29,112.922,59.969,3516.08,114.21,3.706,1239
2012-01-12 13:15:00,0.78,17.712,22.04,97.388,61.763,3516.32,78.007,4.794,1239
2012-01-12 13:30:00,0.64,18.026,21.22,87.61499999999998,62.394,3516.52,94.118,6.875,1239
2012-01-12 13:45:00,0.4799999999999999,18.006,20.21,63.791,59.894,3516.64,103.297,4.375,1239
2012-01-12 14:00:00,0.4799999999999999,17.733,19.87,66.758,59.056,3516.76,115.56,5.681,1239
2012-01-12 14:15:00,0.28,17.388,19.64,62.133,58.606,3516.82,89.708,7.556,1239
2012-01-12 14:30:00,0.3599999999999999,17.004,19.17,59.166,59.5,3516.9,108.675,10.363,1239
2012-01-12 14:45:00,-0.02,17.632,19.42,43.982,58.331,3516.96,86.063,3.65,1239
2012-01-12 15:00:00,0.02,17.226,18.76,32.114,57.663,3516.96,92.655,5.55,1239
2012-01-12 15:15:00,-0.1,17.378,18.64,29.409,56.231,3516.92,99.765,5.95,1239
2012-01-12 15:30:00,-0.34,17.075,18.5,15.882,54.644,3516.88,90.923,6.15,1239
2012-01-12 15:45:00,-0.4199999999999999,18.057,18.57,8.29,56.45,3516.76,75.555,3.05,1239
2012-01-12 16:00:00,-0.66,17.733,18.29,8.115999999999998,55.825,3516.64,64.373,2.581,1239
2012-01-12 16:15:00,-0.2999999999999999,18.067,18.14,3.752,53.081,3516.58,98.708,0.462,1239
2012-01-12 16:30:00,0.0,17.763,18.07,3.491,47.381,3516.56,72.765,3.731,1239
2012-01-12 16:45:00,0.0,17.632,17.74,0.0,47.006,3516.56,154.057,1.981,1239
2012-01-12 17:00:00,0.0,17.287,17.23,2.007,45.081,3516.56,81.878,3.7,1239
2012-01-12 17:15:00,0.0,16.325,16.56,6.109,53.425,3516.56,133.515,5.281,1239
2012-01-12 17:30:00,0.0,14.665,15.06,3.403,83.238,3516.56,86.67,9.275,1239
2012-01-12 17:45:00,0.0,13.673,14.69,0.0,86.756,3516.56,73.79999999999998,7.575,1239
2012-01-12 18:00:00,0.0,14.483,14.76,0.0,86.506,3516.58,92.858,6.1,1239
2012-01-12 18:15:00,0.0,14.402,14.69,2.007,85.863,3516.58,128.385,6.981,1239
2012-01-12 18:30:00,0.0,14.442,14.9,1.658,85.42499999999998,3516.58,73.91299999999998,5.425,1239
2012-01-12 18:45:00,0.0,14.969,15.16,0.0,84.775,3516.58,76.072,6.662,1239
2012-01-13 06:00:00,0.0,22.036,22.22,0.0,95.156,3516.66,286.673,0.0,1239
2012-01-13 06:15:00,0.0,22.137,22.29,1.396,94.813,3516.66,287.213,0.0,1239
2012-01-13 06:30:00,0.0,22.542,22.39,2.356,94.45,3516.66,289.103,0.0,1239
2012-01-13 06:45:00,0.0,22.147,22.48,3.491,94.975,3516.66,288.518,0.0,1239
2012-01-13 07:00:00,0.0,21.864,22.54,0.0,94.775,3516.66,288.63,0.006,1239
2012-01-13 07:15:00,0.0,21.57,22.6,0.0,95.894,3516.66,328.117,0.0,1239
2012-01-13 07:30:00,0.0,21.894,22.68,0.0,96.263,3516.66,269.91,0.0,1239
2012-01-13 07:45:00,0.0,21.702,22.89,2.88,96.044,3516.66,272.205,0.6189999999999999,1239
2012-01-13 08:00:00,0.0,21.54,23.1,8.551999999999998,96.775,3516.66,219.69,2.106,1239
2012-01-13 08:15:00,0.0,22.137,23.52,22.34,95.806,3516.66,177.368,0.006,1239
2012-01-13 08:30:00,0.0,22.198,23.63,8.901,93.713,3516.66,204.773,0.0,1239
2012-01-13 08:45:00,0.0,22.907,23.84,18.937,92.856,3516.66,206.19,0.881,1239
2012-01-13 09:00:00,0.0,22.826,24.29,11.432,93.631,3516.66,177.998,0.0,1239
2012-01-13 09:15:00,0.0,23.98,24.51,13.526,93.631,3516.66,212.513,0.0,1239
2012-01-13 09:30:00,0.0,24.567,24.7,18.326,92.225,3516.68,214.29,0.0,1239
2012-01-13 09:45:00,0.0,24.901,25.15,20.42,90.9,3516.68,217.44,0.0,1239
2012-01-13 10:00:00,0.0,25.914,25.6,33.946,91.244,3516.68,51.053,0.981,1239
2012-01-13 10:15:00,0.0,26.309,26.26,31.241,90.975,3516.68,93.218,1.706,1239
2012-01-13 10:30:00,0.0,26.521,26.88,40.142,95.006,3516.68,200.587,2.244,1239
2012-01-13 10:45:00,0.0,27.26,27.5,38.222,94.2,3516.68,188.64,2.644,1239
2012-01-13 11:00:00,0.0,27.2,27.91,37.262,94.381,3516.68,150.21,3.188,1239
2012-01-13 11:15:00,0.0,27.706,28.6,47.385,93.331,3516.68,189.18,2.681,1239
2012-01-13 11:30:00,0.0,27.129,28.63,36.303,95.981,3516.68,150.615,4.962,1239
2012-01-13 11:45:00,0.0,27.027,29.07,42.324,96.0,3516.68,134.55,4.319,1239
2012-01-13 12:00:00,0.0,27.453,29.08,34.644,97.638,3516.68,147.848,1.25,1239
2012-01-13 12:15:00,0.0,27.483,29.57,51.574,98.881,3516.68,157.95,4.881,1239
2012-01-13 12:30:00,0.0,29.478,30.18,40.491,95.619,3516.68,147.105,3.444,1239
2012-01-13 12:45:00,0.0,28.941,30.16,38.92,94.794,3516.68,137.948,1.681,1239
2012-01-13 13:00:00,0.0,28.546,30.0,21.031,97.775,3516.68,156.038,3.706,1239
2012-01-13 13:15:00,0.0,27.827,29.83,5.847,98.838,3516.68,170.483,9.006,1239
2012-01-13 13:30:00,0.0,29.255,29.84,14.835,99.031,3516.68,197.392,3.544,1239
2012-01-13 13:45:00,0.0,29.427,30.12,20.944,99.244,3516.68,145.485,4.825,1239
2012-01-13 14:00:00,0.0,29.285,29.99,15.446,99.313,3516.68,71.055,1.494,1239
2012-01-13 14:15:00,0.0,29.468,30.1,6.109,99.488,3516.68,82.418,2.606,1239
2012-01-13 14:30:00,0.0,29.498,30.13,8.814,99.588,3516.68,103.68,7.418999999999999,1239
2012-01-13 14:45:00,0.0,29.863,30.32,3.665,99.325,3516.68,87.007,4.05,1239
2012-01-13 15:00:00,0.0,30.804,30.27,4.625,99.325,3516.68,87.12,3.1,1239
2012-01-13 15:15:00,0.0,31.472,30.57,6.632,99.381,3516.7,69.75,3.3,1239
2012-01-13 15:30:00,0.0,31.958,30.82,6.632,99.288,3516.7,53.482,0.7439999999999999,1239
2012-01-13 15:45:00,0.0,32.546,31.05,0.6109999999999999,99.394,3516.7,5.962,3.688,1239
2012-01-13 16:00:00,0.0,32.404,31.12,4.451,99.294,3516.7,83.06999999999998,4.431,1239
2012-01-13 16:15:00,0.0,32.657,31.15,0.262,99.363,3516.7,76.11799999999998,1.2,1239
2012-01-13 16:30:00,0.0,32.88,31.15,2.182,99.337,3516.7,137.228,0.0,1239
2012-01-13 16:45:00,0.0,32.951,31.32,2.618,99.513,3516.7,195.75,0.0,1239
2012-01-13 17:00:00,0.0,32.647,31.33,7.941,99.369,3516.7,134.325,0.5749999999999998,1239
2012-01-13 17:15:00,0.0,32.627,31.54,0.0,99.438,3516.7,172.283,1.131,1239
2012-01-13 17:30:00,0.0,32.697,31.76,0.436,99.438,3516.7,131.963,6.462,1239
2012-01-13 17:45:00,0.0,32.556,31.91,1.833,99.569,3516.7,156.848,5.619,1239
2012-01-13 18:00:00,0.0,32.768,32.04,0.0,99.25,3516.7,123.143,3.581,1239
2012-01-13 18:15:00,0.0,32.637,32.19,0.698,99.263,3516.7,132.098,1.825,1239
2012-01-13 18:30:00,0.0,33.204,32.4,0.0,99.4,3516.7,117.63,8.4,1239
2012-01-13 18:45:00,0.0,33.335,32.62,3.752,99.588,3516.7,179.55,5.675,1239
2012-01-14 06:00:00,0.0,20.973,23.89,0.0,84.46899999999998,3516.8,233.28,6.012,1239
2012-01-14 06:15:00,0.0,20.254,23.68,2.443,83.48099999999998,3516.82,244.328,9.513000000000002,1239
2012-01-14 06:30:00,0.0,20.072,23.05,0.0,84.488,3516.82,271.125,15.544,1239
2012-01-14 06:45:00,0.0,19.17,22.59,0.0,82.744,3516.82,295.38,11.619,1239
2012-01-14 07:00:00,0.02,18.806,21.96,2.443,81.438,3516.82,263.588,5.894,1239
2012-01-14 07:15:00,0.0,18.067,21.4,6.981,79.956,3516.82,251.055,9.013000000000002,1239
2012-01-14 07:30:00,0.0,17.925,21.18,26.267,80.28799999999998,3516.82,272.092,11.075,1239
2012-01-14 07:45:00,0.0,17.642,20.76,17.366,79.638,3516.82,265.027,6.575,1239
2012-01-14 08:00:00,0.0,17.48,20.54,30.805,79.869,3516.82,278.865,8.944,1239
2012-01-14 08:15:00,0.0,17.621,20.51,27.052,80.45,3516.82,285.435,6.519,1239
2012-01-14 08:30:00,0.0,17.338,20.37,66.409,80.706,3516.82,250.605,6.194,1239
