baseline_mae,baseline_rmse,baseline_r2,model_mae,model_rmse,model_r2,mae_w,rmse_w,r2_w,n_train,n_test,capacity_source,target_mode,model_kind,experiment,train_systems,test_systems
280.5393638637102,310.6655680529372,-0.02404748868542228,99.89199634061696,471.3894893557178,-1.3577276829639855,111.87903590149101,527.9562280784039,-1.357727682963985,5455,4492,dc_capacity,normalized_power,polynomial_linear,leave_one_system_out,"[34, 1239, 1430]",[10]
289.5866884060765,318.7976224536822,-0.0005936014579612792,5995.279552225485,7484.179638780183,-550.4624930841849,6834.618689537052,8531.964788209407,-550.4624930841849,8554,1393,dc_capacity,normalized_power,polynomial_linear,leave_one_system_out,"[10, 1239, 1430]",[34]
241.4655954842778,274.9108047985949,-0.012078795674611564,21592.73000566043,26000.74740782661,-9052.205361051008,400545.14160500106,482313.8644151836,-9052.205361051007,7477,2470,dc_capacity,normalized_power,polynomial_linear,leave_one_system_out,"[10, 34, 1430]",[1239]
311.43563100972534,359.75860318658954,-0.167762723906681,158.30491386566183,199.81291647661854,0.639770438858589,52.557231403399726,66.33788827023736,0.639770438858589,8355,1592,dc_capacity,normalized_power,polynomial_linear,leave_one_system_out,"[10, 34, 1239]",[1430]
